id,type,state,name,created_at,updated_at,customer_id,list_price,sale_price,discount_price,tax_free_price
853231,ORDER,COMPLETED,올인원 패키지 : ,2022-01-31 18:27,2022-01-31 18:28,791334,179000,179000,0,179000
853230,ORDER,COMPLETED,한번에 끝내는 UX,2022-01-31 18:27,2022-01-31 18:27,791335,252000,252000,0,252000
853221,ORDER,CANCELLED,아이패드로 그리는 ,2022-01-31 18:18,2022-01-31 18:28,791331,172000,172000,0,172000
853213,ORDER,COMPLETED,THE RED : ,2022-01-31 18:08,2022-01-31 18:09,791327,141000,141000,0,141000
853211,ORDER,CANCELLED,THE RED : ,2022-01-31 18:08,2022-01-31 18:08,791327,141000,141000,0,141000
853210,ORDER,CANCELLED,한 번에 끝내는 게,2022-01-31 18:06,2022-01-31 18:07,791326,212000,212000,0,212000
853209,ORDER,COMPLETED,구글이 선택한 디자,2022-01-31 18:02,2022-01-31 18:03,789794,169000,169000,0,169000
853208,ORDER,COMPLETED,올인원 패키지 : ,2022-01-31 17:55,2022-01-31 17:56,791323,179000,179000,0,179000
853201,ORDER,COMPLETED,한 번에 끝내는 딥,2022-01-31 17:42,2022-01-31 17:44,86912,241000,221000,20000,221000
853200,ORDER,CANCELLED,한 번에 끝내는 딥,2022-01-31 17:41,2022-01-31 17:42,86912,241000,221000,20000,221000
853185,ORDER,COMPLETED,초격차 패키지 : ,2022-01-31 17:20,2022-01-31 17:20,791309,369000,369000,0,369000
853184,ORDER,CANCELLED,초격차 패키지 : ,2022-01-31 17:18,2022-01-31 17:19,791309,369000,369000,0,369000
853182,ORDER,COMPLETED,The RED : ,2022-01-31 17:15,2022-01-31 17:16,732753,191000,191000,0,191000
853181,ORDER,COMPLETED,The RED: 조,2022-01-31 17:13,2022-01-31 17:15,738602,207000,207000,0,207000
853180,ORDER,COMPLETED,K-Digital ,2022-01-31 17:08,2022-01-31 17:08,705336,300000,0,300000,0
853179,ORDER,PENDING,K-Digital ,2022-01-31 17:08,2022-01-31 17:08,705336,300000,0,300000,0
853174,ORDER,COMPLETED,초격차 패키지 : ,2022-01-31 17:01,2022-01-31 17:02,598752,213000,193000,20000,193000
853173,ORDER,PENDING,초격차 패키지 : ,2022-01-31 17:01,2022-01-31 17:01,598752,213000,193000,20000,193000
853171,ORDER,COMPLETED,완전정복! 시각디자,2022-01-31 16:58,2022-01-31 17:00,97280,250000,230000,20000,230000
853168,ORDER,CANCELLED,완전정복! 시각디자,2022-01-31 16:58,2022-01-31 16:58,97280,250000,230000,20000,230000
853167,ORDER,CANCELLED,완전정복! 시각디자,2022-01-31 16:57,2022-01-31 16:57,97280,250000,230000,20000,230000
853164,ORDER,COMPLETED,한 번에 끝내는 프,2022-01-31 16:57,2022-01-31 16:58,491869,222000,202000,20000,202000
853157,ORDER,CANCELLED,한 번에 끝내는 프,2022-01-31 16:45,2022-01-31 16:46,763910,222000,222000,0,222000
853154,ORDER,COMPLETED,올인원 패키지 : ,2022-01-31 16:40,2022-01-31 16:40,67038,179000,159000,20000,159000
853153,ORDER,COMPLETED,블렌더로 만드는 동,2022-01-31 16:39,2022-01-31 16:40,791289,212000,192000,20000,192000
853150,ORDER,PENDING,올인원 패키지 : ,2022-01-31 16:36,2022-01-31 16:36,67038,179000,159000,20000,159000
853142,ORDER,COMPLETED,한 번에 끝내는 영,2022-01-31 16:27,2022-01-31 16:28,529526,185000,185000,0,185000
853139,ORDER,PENDING,한 번에 끝내는 딥,2022-01-31 16:11,2022-01-31 16:11,86912,241000,241000,0,241000
853138,ORDER,COMPLETED,한 번에 끝내는 디,2022-01-31 16:10,2022-01-31 16:28,678793,261000,241000,20000,241000
853134,ORDER,COMPLETED,한번에 끝내는 UX,2022-01-31 16:08,2022-01-31 16:09,791290,252000,252000,0,252000
853131,ORDER,PENDING,한번에 끝내는 UX,2022-01-31 16:07,2022-01-31 16:07,791290,252000,252000,0,252000
853130,ORDER,PENDING,한번에 끝내는 UX,2022-01-31 16:07,2022-01-31 16:07,791290,252000,252000,0,252000
853118,ORDER,COMPLETED,온라인 패키지 : ,2022-01-31 15:52,2022-01-31 15:55,473018,190000,190000,0,190000
853116,ORDER,COMPLETED,올인원 패키지 : ,2022-01-31 15:51,2022-01-31 15:53,738886,402000,402000,0,402000
853114,ORDER,PENDING,올인원 패키지 : ,2022-01-31 15:51,2022-01-31 15:51,738886,402000,402000,0,402000
853112,ORDER,CANCELLED,블리자드 아티스트의,2022-01-31 15:50,2022-01-31 15:50,790970,179000,179000,0,179000
853110,ORDER,COMPLETED,일잘러 필수 스킬 ,2022-01-31 15:49,2022-01-31 15:49,791273,157000,157000,0,157000
853106,ORDER,CANCELLED,권오상의 재무분석 ,2022-01-31 15:47,2022-01-31 15:47,204473,793000,793000,0,793000
853104,ORDER,CANCELLED,권오상의 재무분석 ,2022-01-31 15:46,2022-01-31 15:47,204473,793000,793000,0,793000
853102,ORDER,COMPLETED,초격차 패키지 : ,2022-01-31 15:45,2022-01-31 15:46,733444,369000,295200,73800,295200
853100,ORDER,COMPLETED,6개월 치 업무를 ,2022-01-31 15:44,2022-01-31 15:45,380255,165000,165000,0,165000
853095,ORDER,COMPLETED,한 번에 끝내는 딥,2022-01-31 15:39,2022-01-31 15:39,752486,241000,241000,0,241000
853093,ORDER,CANCELLED,블렌더로 만드는 동,2022-01-31 15:36,2022-01-31 15:37,791193,212000,182000,30000,182000
853092,ORDER,CANCELLED,블렌더로 만드는 동,2022-01-31 15:35,2022-01-31 15:35,791193,212000,182000,30000,182000
853091,ORDER,CANCELLED,30개 프로젝트로 ,2022-01-31 15:34,2022-01-31 15:34,791268,189000,169000,20000,169000
853090,ORDER,CANCELLED,블렌더로 만드는 동,2022-01-31 15:34,2022-01-31 15:34,791193,212000,182000,30000,182000
853089,ORDER,COMPLETED,The RED : ,2022-01-31 15:33,2022-01-31 15:34,26863,422000,422000,0,422000
853087,ORDER,COMPLETED,일잘러 필수 스킬 ,2022-01-31 15:32,2022-01-31 15:34,709962,157000,157000,0,157000
853084,ORDER,CANCELLED,일잘러 필수 스킬 ,2022-01-31 15:31,2022-01-31 15:32,709962,157000,157000,0,157000
853083,ORDER,COMPLETED,프로모션 : 입문자,2022-01-31 15:31,2022-01-31 15:31,424127,780000,780000,0,330000
853079,ORDER,COMPLETED,The RED : ,2022-01-31 15:27,2022-01-31 15:28,90718,259000,259000,0,259000
853077,ORDER,CANCELLED,The RED : ,2022-01-31 15:26,2022-01-31 15:27,90718,259000,259000,0,259000
853070,ORDER,COMPLETED,올인원 패키지 : ,2022-01-31 15:19,2022-01-31 15:19,2617,212000,212000,0,212000
853068,ORDER,COMPLETED,한 번에 끝내는 부,2022-01-31 15:18,2022-01-31 15:18,129453,351000,351000,0,351000
853066,ORDER,COMPLETED,한 번에 끝내는 프,2022-01-31 15:16,2022-01-31 15:26,791255,222000,222000,0,222000
853065,ORDER,CANCELLED,한 번에 끝내는 프,2022-01-31 15:16,2022-01-31 15:16,791255,222000,202000,20000,202000
853062,ORDER,CANCELLED,한 번에 끝내는 프,2022-01-31 15:15,2022-01-31 15:16,791255,222000,202000,20000,202000
853054,ORDER,COMPLETED,실리콘밸리 시리즈:,2022-01-31 15:10,2022-01-31 15:11,26863,249000,249000,0,249000
853052,ORDER,CANCELLED,블렌더로 만드는 동,2022-01-31 15:05,2022-01-31 15:05,791193,212000,182000,30000,182000
853051,ORDER,PENDING,세상의 모든 감성 ,2022-01-31 15:04,2022-01-31 15:04,649017,184000,184000,0,184000
853050,ORDER,COMPLETED,퀴즈처럼 풀면서 배,2022-01-31 15:03,2022-01-31 15:04,87783,215000,215000,0,215000
853045,ORDER,PENDING,한 번에 끝내는 디,2022-01-31 14:58,2022-01-31 14:58,791251,260000,210000,50000,210000
853044,ORDER,PENDING,매치무브 온보딩 :,2022-01-31 14:58,2022-01-31 14:58,782177,420000,370000,50000,370000
853043,ORDER,PENDING,한 번에 끝내는 컴,2022-01-31 14:58,2022-01-31 14:58,782564,222000,172000,50000,172000
853042,ORDER,COMPLETED,초격차 패키지 : ,2022-01-31 14:58,2022-01-31 14:59,2617,331000,331000,0,331000
853041,ORDER,CANCELLED,한 번에 끝내는 데,2022-01-31 14:58,2022-01-31 14:58,790769,171000,121000,50000,121000
853040,ORDER,COMPLETED,한 번에 끝내는 디,2022-01-31 14:58,2022-01-31 14:58,711820,260000,260000,0,260000
853039,ORDER,COMPLETED,한 번에 끝내는 머,2022-01-31 14:58,2022-01-31 14:58,790773,241000,191000,50000,191000
853037,ORDER,PENDING,The RED : ,2022-01-31 14:58,2022-01-31 14:58,791250,160000,160000,0,160000
853036,ORDER,CANCELLED,한 번에 끝내는 디,2022-01-31 14:57,2022-01-31 14:58,791251,260000,260000,0,260000
853035,ORDER,COMPLETED,사업 성패를 예측하,2022-01-31 14:57,2022-01-31 14:59,108446,280000,250000,30000,250000
853034,ORDER,COMPLETED,초격차 패키지 : ,2022-01-31 14:57,2022-01-31 14:58,711820,241000,241000,0,241000
853032,ORDER,COMPLETED,한 번에 끝내는 딥,2022-01-31 14:57,2022-01-31 14:58,791221,240000,190000,50000,190000
853031,ORDER,COMPLETED,한 번에 끝내는 데,2022-01-31 14:57,2022-01-31 14:57,790773,171000,171000,0,171000
853030,ORDER,COMPLETED,블리자드 아티스트의,2022-01-31 14:57,2022-01-31 14:58,574822,174000,174000,0,174000
853029,ORDER,PENDING,초격차 패키지 : ,2022-01-31 14:57,2022-01-31 14:57,791205,364000,314000,50000,314000
853028,ORDER,PENDING,한 번에 끝내는 컴,2022-01-31 14:57,2022-01-31 14:57,543594,222000,222000,0,222000
853027,ORDER,COMPLETED,누적 다운로드 12,2022-01-31 14:57,2022-01-31 14:59,791240,211000,161000,50000,161000
853026,ORDER,CANCELLED,한 번에 끝내는 딥,2022-01-31 14:57,2022-01-31 14:57,791221,240000,190000,50000,190000
853025,ORDER,COMPLETED,Kubernetes,2022-01-31 14:57,2022-01-31 14:58,427467,309000,309000,0,309000
853024,ORDER,CANCELLED,한 번에 끝내는 데,2022-01-31 14:57,2022-01-31 14:58,790769,171000,121000,50000,121000
853022,ORDER,COMPLETED,사업 성패를 예측하,2022-01-31 14:57,2022-01-31 14:57,390361,280000,280000,0,280000
853021,ORDER,PENDING,한번에 끝내는 모션,2022-01-31 14:57,2022-01-31 14:57,684159,181000,181000,0,181000
853020,ORDER,COMPLETED,[데이터 분석 기획,2022-01-31 14:57,2022-01-31 14:57,711820,265000,265000,0,265000
853019,ORDER,COMPLETED,The RED: 조,2022-01-31 14:57,2022-01-31 14:57,791167,206000,206000,0,206000
853018,ORDER,CANCELLED,한 번에 끝내는 딥,2022-01-31 14:56,2022-01-31 14:57,791221,240000,190000,50000,190000
853017,ORDER,COMPLETED,세상의 모든 감성 ,2022-01-31 14:56,2022-01-31 14:57,671701,183000,183000,0,183000
853016,ORDER,CANCELLED,누적 다운로드 12,2022-01-31 14:56,2022-01-31 14:56,791240,211000,161000,50000,161000
853015,ORDER,PENDING,한 번에 끝내는 컴,2022-01-31 14:56,2022-01-31 14:56,543594,222000,222000,0,222000
853014,ORDER,CANCELLED,한 번에 끝내는 컴,2022-01-31 14:56,2022-01-31 14:59,791238,222000,222000,0,222000
853012,ORDER,COMPLETED,The Red: 2,2022-01-31 14:56,2022-01-31 14:56,791242,259000,209000,50000,209000
853011,ORDER,CANCELLED,한번에 끝내는 모션,2022-01-31 14:56,2022-01-31 14:56,684159,181000,181000,0,181000
853010,ORDER,CANCELLED,세상의 모든 감성 ,2022-01-31 14:56,2022-01-31 14:56,671701,183000,183000,0,183000
853008,ORDER,COMPLETED,일잘러 필수 스킬 ,2022-01-31 14:55,2022-01-31 14:58,791246,156000,106000,50000,106000
853007,ORDER,PENDING,매치무브 온보딩 :,2022-01-31 14:55,2022-01-31 14:55,782177,420000,370000,50000,370000
853006,ORDER,COMPLETED,한 번에 끝내는 컴,2022-01-31 14:55,2022-01-31 14:56,782564,222000,172000,50000,172000
853005,ORDER,COMPLETED,The RED : ,2022-01-31 14:55,2022-01-31 14:56,791167,254000,204000,50000,204000
853004,ORDER,COMPLETED,편집녀 프리미어 끝,2022-01-31 14:55,2022-01-31 15:00,89999,329000,329000,0,329000
853003,ORDER,PENDING,세상의 모든 감성 ,2022-01-31 14:54,2022-01-31 14:54,649017,183000,183000,0,183000
853002,ORDER,COMPLETED,한 번에 끝내는 디,2022-01-31 14:54,2022-01-31 14:56,151743,260000,260000,0,260000
853001,ORDER,COMPLETED,The RED : ,2022-01-31 14:54,2022-01-31 14:55,427467,261000,261000,0,261000
853000,ORDER,COMPLETED,The RED : ,2022-01-31 14:54,2022-01-31 14:55,791242,240000,190000,50000,190000
852999,ORDER,CANCELLED,한 번에 끝내는 컴,2022-01-31 14:54,2022-01-31 14:55,782564,222000,172000,50000,172000
852997,ORDER,COMPLETED,100억을 움직이는,2022-01-31 14:54,2022-01-31 14:55,791244,161000,161000,0,161000
852996,ORDER,COMPLETED,블리자드 아티스트의,2022-01-31 14:54,2022-01-31 14:55,789658,174000,124000,50000,124000
852995,ORDER,CANCELLED,한 번에 끝내는 디,2022-01-31 14:54,2022-01-31 14:54,151743,260000,260000,0,260000
852994,ORDER,COMPLETED,The RED : ,2022-01-31 14:54,2022-01-31 14:54,440220,219000,197100,21900,197100
852993,ORDER,CANCELLED,세상의 모든 감성 ,2022-01-31 14:54,2022-01-31 14:54,649017,183000,183000,0,183000
852992,ORDER,COMPLETED,김민태의 프론트엔드,2022-01-31 14:54,2022-01-31 14:54,791167,195000,145000,50000,145000
852991,ORDER,COMPLETED,누적 조회수 12억,2022-01-31 14:53,2022-01-31 14:54,737988,161000,161000,0,161000
852990,ORDER,COMPLETED,한 번에 끝내는 프,2022-01-31 14:53,2022-01-31 14:54,623091,221000,221000,0,221000
852989,ORDER,COMPLETED,세상의 모든 감성 ,2022-01-31 14:53,2022-01-31 14:54,671701,183000,183000,0,183000
852988,ORDER,PENDING,세상의 모든 감성 ,2022-01-31 14:53,2022-01-31 14:53,671701,183000,183000,0,183000
852987,ORDER,PENDING,세상의 모든 감성 ,2022-01-31 14:53,2022-01-31 14:53,671701,183000,183000,0,183000
852986,ORDER,COMPLETED,나의 커리어 치트키,2022-01-31 14:53,2022-01-31 14:55,791243,164000,164000,0,164000
852985,ORDER,COMPLETED,30개 프로젝트로 ,2022-01-31 14:53,2022-01-31 14:54,791201,187000,137000,50000,137000
852984,ORDER,COMPLETED,한 번에 끝내는 데,2022-01-31 14:53,2022-01-31 14:54,791160,171000,121000,50000,121000
852983,ORDER,CANCELLED,나의 커리어 치트키,2022-01-31 14:53,2022-01-31 14:53,791243,164000,164000,0,164000
852982,ORDER,COMPLETED,일잘러 필수 스킬 ,2022-01-31 14:53,2022-01-31 14:54,600888,156000,65105,90895,65105
852981,ORDER,COMPLETED,초격차 패키지 : ,2022-01-31 14:53,2022-01-31 14:55,791241,173000,173000,0,173000
852980,ORDER,PENDING,세상의 모든 감성 ,2022-01-31 14:53,2022-01-31 14:53,649017,183000,183000,0,183000
852979,ORDER,CANCELLED,나의 커리어 치트키,2022-01-31 14:53,2022-01-31 14:53,791243,164000,164000,0,164000
852978,ORDER,COMPLETED,The RED : ,2022-01-31 14:53,2022-01-31 14:53,791242,261000,261000,0,261000
852977,ORDER,COMPLETED,모두를 위한 앱 개,2022-01-31 14:53,2022-01-31 14:53,6328,205000,205000,0,205000
852976,ORDER,COMPLETED,The RED : ,2022-01-31 14:53,2022-01-31 14:55,791189,199000,199000,0,199000
852975,ORDER,CANCELLED,매치무브 온보딩 :,2022-01-31 14:53,2022-01-31 14:54,782177,420000,370000,50000,370000
852974,ORDER,PENDING,한번에 끝내는 모션,2022-01-31 14:53,2022-01-31 14:53,684159,181000,181000,0,181000
852973,ORDER,CANCELLED,일잘러 필수 스킬 ,2022-01-31 14:53,2022-01-31 14:53,600888,156000,65105,90895,65105
852971,ORDER,CANCELLED,세상의 모든 감성 ,2022-01-31 14:52,2022-01-31 14:53,671701,183000,183000,0,183000
852970,ORDER,COMPLETED,한 번에 끝내는 딥,2022-01-31 14:52,2022-01-31 14:53,790773,240000,190000,50000,190000
852969,ORDER,CANCELLED,한 번에 끝내는 데,2022-01-31 14:52,2022-01-31 14:53,791160,171000,121000,50000,121000
852967,ORDER,COMPLETED,편집녀 프리미어 끝,2022-01-31 14:52,2022-01-31 14:54,791234,329000,329000,0,329000
852965,ORDER,COMPLETED,쟈니브로스의 영상 ,2022-01-31 14:52,2022-01-31 14:53,224500,298000,298000,0,298000
852963,ORDER,CANCELLED,초격차 패키지 : ,2022-01-31 14:52,2022-01-31 14:53,791241,173000,173000,0,173000
852962,ORDER,PENDING,한 번에 끝내는 컴,2022-01-31 14:52,2022-01-31 14:52,791238,222000,222000,0,222000
852960,ORDER,CANCELLED,세상의 모든 감성 ,2022-01-31 14:52,2022-01-31 14:52,671701,183000,183000,0,183000
852958,ORDER,CANCELLED,누적 조회수 12억,2022-01-31 14:52,2022-01-31 14:53,737988,161000,161000,0,161000
852956,ORDER,COMPLETED,한 번에 끝내는 R,2022-01-31 14:52,2022-01-31 14:53,614514,232000,232000,0,232000
852955,ORDER,COMPLETED,십분만에 끝낸다 십,2022-01-31 14:52,2022-01-31 14:52,791225,90000,90000,0,90000
852954,ORDER,CANCELLED,편집녀 프리미어 끝,2022-01-31 14:51,2022-01-31 14:54,89999,329000,329000,0,329000
852953,ORDER,COMPLETED,한 번에 끝내는 컴,2022-01-31 14:51,2022-01-31 14:53,790529,222000,172000,50000,172000
852952,ORDER,COMPLETED,편집하는여자의 영상,2022-01-31 14:51,2022-01-31 14:52,623897,183000,153000,30000,153000
852951,ORDER,COMPLETED,게임 캐릭터 모델링,2022-01-31 14:51,2022-01-31 14:52,791037,257000,207000,50000,207000
852950,ORDER,CANCELLED,세상의 모든 감성 ,2022-01-31 14:51,2022-01-31 14:52,671701,183000,183000,0,183000
852949,ORDER,COMPLETED,한 번에 끝내는 데,2022-01-31 14:51,2022-01-31 14:51,786773,339000,289000,50000,289000
852948,ORDER,CANCELLED,한 번에 끝내는 딥,2022-01-31 14:51,2022-01-31 14:56,791221,240000,190000,50000,190000
852945,ORDER,CANCELLED,라이팅 마스터 클래,2022-01-31 14:51,2022-01-31 14:52,782177,470000,470000,0,470000
852943,ORDER,CANCELLED,세상의 모든 감성 ,2022-01-31 14:51,2022-01-31 14:51,671701,183000,183000,0,183000
852942,ORDER,COMPLETED,용호수의 입문+실전,2022-01-31 14:51,2022-01-31 14:51,176059,299000,299000,0,299000
852941,ORDER,COMPLETED,The RED : ,2022-01-31 14:50,2022-01-31 14:51,791189,192000,142000,50000,142000
852939,ORDER,CANCELLED,편집하는여자의 영상,2022-01-31 14:50,2022-01-31 14:51,623897,183000,153000,30000,153000
852938,ORDER,CANCELLED,한 번에 끝내는 데,2022-01-31 14:50,2022-01-31 14:51,786773,339000,289000,50000,289000
852937,ORDER,CANCELLED,한 번에 끝내는 데,2022-01-31 14:50,2022-01-31 14:51,791160,171000,121000,50000,121000
852935,ORDER,CANCELLED,세상의 모든 감성 ,2022-01-31 14:50,2022-01-31 14:50,671701,183000,183000,0,183000
852934,ORDER,COMPLETED,블렌더로 만드는 동,2022-01-31 14:50,2022-01-31 14:52,791213,205000,155000,50000,155000
852933,ORDER,CANCELLED,한 번에 끝내는 데,2022-01-31 14:50,2022-01-31 14:50,786773,339000,289000,50000,289000
852931,ORDER,COMPLETED,한 번에 끝내는 R,2022-01-31 14:50,2022-01-31 14:50,770374,232000,182000,50000,182000
852929,ORDER,COMPLETED,초격차 패키지 : ,2022-01-31 14:50,2022-01-31 14:51,777721,172000,122000,50000,122000
852928,ORDER,COMPLETED,직장인이 진짜 필요,2022-01-31 14:50,2022-01-31 14:51,777213,164000,114000,50000,114000
852927,ORDER,CANCELLED,블리자드 아티스트의,2022-01-31 14:49,2022-01-31 14:51,789658,174000,124000,50000,124000
852923,ORDER,PENDING,용호수의 입문+실전,2022-01-31 14:49,2022-01-31 14:49,176059,299000,299000,0,299000
852922,ORDER,COMPLETED,The RED : ,2022-01-31 14:49,2022-01-31 14:52,440122,441000,341000,100000,341000
852919,ORDER,CANCELLED,편집하는여자의 영상,2022-01-31 14:49,2022-01-31 14:50,623897,183000,153000,30000,153000
852918,ORDER,CANCELLED,세상의 모든 감성 ,2022-01-31 14:49,2022-01-31 14:50,671701,183000,183000,0,183000
852917,ORDER,CANCELLED,한 번에 끝내는 딥,2022-01-31 14:48,2022-01-31 14:50,791221,240000,190000,50000,190000
852916,ORDER,PENDING,매치무브 온보딩 :,2022-01-31 14:48,2022-01-31 14:48,782177,420000,370000,50000,370000
852915,ORDER,CANCELLED,한 번에 끝내는 R,2022-01-31 14:48,2022-01-31 14:49,770374,232000,182000,50000,182000
852912,ORDER,COMPLETED,TypeScript,2022-01-31 14:48,2022-01-31 14:53,791167,244000,194000,50000,194000
852911,ORDER,CANCELLED,한 번에 끝내는 딥,2022-01-31 14:48,2022-01-31 14:48,791221,240000,190000,50000,190000
852909,ORDER,CANCELLED,블렌더로 만드는 동,2022-01-31 14:47,2022-01-31 14:50,791213,205000,155000,50000,155000
852904,ORDER,COMPLETED,권오상의 재무분석 ,2022-01-31 14:47,2022-01-31 14:49,574569,793000,793000,0,793000
852903,ORDER,COMPLETED,쟈니브로스의 영상 ,2022-01-31 14:47,2022-01-31 14:48,99258,298000,298000,0,298000
852902,ORDER,COMPLETED,한 번에 끝내는 데,2022-01-31 14:46,2022-01-31 14:47,756467,172000,172000,0,172000
852901,ORDER,COMPLETED,초격차 패키지 : ,2022-01-31 14:46,2022-01-31 14:48,773222,331000,281000,50000,281000
852900,ORDER,COMPLETED,The RED : ,2022-01-31 14:46,2022-01-31 14:47,50769,199000,149000,50000,149000
852899,ORDER,COMPLETED,The RED : ,2022-01-31 14:46,2022-01-31 14:47,6870,199000,199000,0,199000
852898,ORDER,COMPLETED,한 번에 끝내는 컴,2022-01-31 14:46,2022-01-31 14:49,786773,222000,172000,50000,172000
852897,ORDER,COMPLETED,한 번에 끝내는 유,2022-01-31 14:46,2022-01-31 14:48,611982,130000,130000,0,130000
852896,ORDER,COMPLETED,편집하는여자의 영상,2022-01-31 14:46,2022-01-31 14:46,746137,183000,183000,0,183000
852895,ORDER,COMPLETED,100개의 클론디자,2022-01-31 14:46,2022-01-31 14:46,780036,203000,153000,50000,153000
852894,ORDER,COMPLETED,리마의 로맨스판타지,2022-01-31 14:46,2022-01-31 14:46,758109,249000,249000,0,249000
852892,ORDER,CANCELLED,권오상의 재무분석 ,2022-01-31 14:45,2022-01-31 14:47,574569,793000,793000,0,793000
